ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L,SEMAFORO
375.32,1319.0,855.0,0.1,536.82,1.0,3.5221,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24093,Amarillo
365.77,842.0,555.0,0.1,365.61,1.0,3.704,0.009,0.002,0.004,0.0004,0.004,0.0014,0.22193,Verde
322.79,1113.0,744.0,0.1,519.06,1.0,0.1911,0.009,0.002,0.004,0.0004,0.004,0.0018,0.2892,Amarillo
339.98,1107.0,733.0,0.1,641.42,1.0,0.8176,0.009,0.002,0.004,0.0004,0.004,0.0017,0.2832,Amarillo
268.36,1133.0,752.0,0.1,446.03,1.0,0.0533,0.009,0.002,0.004,0.0004,0.004,0.0031,0.20032,Verde
352.4,769.0,518.0,0.2565,438.14,1.0,0.0697,0.009,0.002,0.004,0.0004,0.004,0.0014,0.19093,Verde
372.45,1064.0,699.0,1.8387,937.46,1.0,3.8628,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2572,Rojo
385.82,1558.0,1029.0,0.2158,653.26,1.0,3.2185,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24112,Amarillo
368.63,1266.0,836.0,0.1,499.32,1.0,9.7972,0.009,0.002,0.004,0.0004,0.004,0.0014,0.29004,Verde
264.54,794.0,539.0,0.3991,453.93,1.0,9.5247,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2396,Verde
277.91,1328.0,874.0,0.1,560.5,1.0,5.1756,0.009,0.002,0.004,0.0004,0.004,0.00792,0.25003,Amarillo
311.33,1266.0,837.0,0.1,594.05,1.0,5.3474,0.009,0.002,0.004,0.0004,0.004,0.0014,0.25019,Amarillo
308.47,962.0,632.0,0.1,453.93,1.0,2.1781,0.009,0.002,0.004,0.0004,0.004,0.0014,0.25983,Verde
312.29,1128.0,754.0,0.3626,574.32,1.0,7.6636,0.009,0.002,0.004,0.0004,0.004,0.0152,0.2296,Amarillo
395.37,1468.0,970.0,0.5387,554.58,1.0,2.5867,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1596,Amarillo
228.86,939.0,617.0,0.2893,355.25,1.0,5.7089,0.009,0.002,0.004,0.0004,0.004,0.0017,0.2351,Verde
214.62,1095.0,593.2,0.4638,326.568,1.0,1.392795,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0304,Verde
304.41,1230.0,793.6,0.2811,464.7418,1.0,9.228152,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Verde
349.305,690.0,608.2,0.3012,330.5264,1.0,3.597931,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Verde
284.7,1208.0,745.4,0.3007,454.7688,1.0,5.635142,0.009,0.002,0.004,0.00062,0.004,0.0014,0.024,Verde
267.18,850.0,488.8,0.2133,346.36,1.0,8.495764,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Verde
269.37,927.0,846.0,0.2644,395.84,1.0,12.758907,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Rojo
374.49,1225.0,655.0,0.7671,351.0496,20.0,9.101861,0.009,0.002,0.004,0.0004,0.004,0.0073,0.024,Verde
323.0,1249.0,905.0,0.2054,622.0,2400.0,8.163,0.009,0.002,0.004,0.0004,0.004,0.01008,0.08831,Rojo
410.625,1767.0,1011.4,0.4368,573.968,1.0,25.168563,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Rojo
199.8,1622.0,1092.2,0.482,679.272,1.0,2.357554,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Amarillo
231.045,2350.0,1545.8,0.1,752.096,1.0,14.615488,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Rojo
256.0,529.0,297.0,0.1,273.0,1.0,77.392,0.009,0.002,0.004,0.0004,0.004,0.00709,0.07578,Rojo
330.69,2600.0,1873.0,0.7574,660.2126,620.0,36.477104,0.009,0.002,0.004,0.0004,0.004,0.0242,0.2129,Rojo
193.14,873.0,690.6667,0.7108,406.368,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.012,0.1786,Verde
263.07,817.0,495.0,0.4002,362.544,1.0,0.811876,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024,Verde
